RightHand,(0.2, 1.2, 0.7),7.071068,942
LeftHand,(0.8, 1.2, 0.5),7.071068,35
RightHand,(0.4, 1.2, 0.3),7.071068,35
LeftHand,(1.1, 1.2, 0.1),7.071068,139
RightHand,(0.8, 1.2, -0.1),7.071068,139
LeftHand,(1.5, 1.2, -0.1),7.071068,235
RightHand,(1.3, 1.2, -0.4),7.071068,235
LeftHand,(2.0, 1.2, -0.2),7.071068,333
RightHand,(1.8, 1.2, -0.5),7.071068,333
LeftHand,(2.4, 1.2, 0.0),7.071068,436
RightHand,(2.5, 1.2, -0.4),7.071068,436
LeftHand,(2.7, 1.2, 0.4),7.071068,538
RightHand,(2.9, 1.2, 0.1),7.071068,538
LeftHand,(2.8, 1.2, 0.9),7.071068,636
RightHand,(3.1, 1.2, 0.7),7.071068,636
LeftHand,(2.8, 1.2, 1.3),7.071068,734
RightHand,(3.2, 1.2, 1.2),7.071068,734
LeftHand,(2.6, 1.2, 1.7),7.071068,835
RightHand,(3.0, 1.2, 1.8),7.071068,835
LeftHand,(2.3, 1.2, 2.1),7.071068,940
RightHand,(2.6, 1.2, 2.3),7.071068,940
LeftHand,(1.9, 1.2, 2.3),7.071068,34
RightHand,(2.2, 1.2, 2.6),7.071068,34
LeftHand,(1.4, 1.2, 2.4),7.071068,137
RightHand,(1.6, 1.2, 2.8),7.071068,137
LeftHand,(1.0, 1.2, 2.4),7.071068,238
RightHand,(1.0, 1.2, 2.8),7.071068,238
LeftHand,(0.5, 1.2, 2.2),7.071068,335
RightHand,(0.5, 1.2, 2.6),7.071068,335
LeftHand,(0.1, 1.2, 2.1),7.071068,437
RightHand,(0.0, 1.2, 2.4),7.071068,437
LeftHand,(-0.4, 1.2, 1.9),7.071068,536
RightHand,(-0.5, 1.2, 2.3),7.071068,536
LeftHand,(-0.9, 1.2, 1.8),7.071068,634
RightHand,(-1.0, 1.2, 2.2),7.071068,634
LeftHand,(-1.4, 1.2, 1.7),7.071068,737
RightHand,(-1.5, 1.2, 2.1),7.071068,737
LeftHand,(-1.9, 1.2, 1.6),7.071068,835
RightHand,(-2.0, 1.2, 2.0),7.071068,835
LeftHand,(-2.4, 1.2, 1.5),7.071068,936
RightHand,(-2.5, 1.2, 1.9),7.071068,936
LeftHand,(-2.9, 1.2, 1.3),7.071068,39
RightHand,(-3.0, 1.2, 1.7),7.071068,39
LeftHand,(-3.3, 1.2, 1.1),7.071068,138
RightHand,(-3.4, 1.2, 1.4),7.071068,138
LeftHand,(-3.4, 1.2, 0.7),7.071068,235
RightHand,(-3.7, 1.2, 0.9),7.071068,235
LeftHand,(-3.5, 1.2, 0.2),7.071068,338
RightHand,(-3.9, 1.2, 0.3),7.071068,338
LeftHand,(-3.8, 1.2, -0.6),7.071068,437
RightHand,(-4.2, 1.2, -0.4),7.071068,437
LeftHand,(-4.2, 1.2, -1.4),7.071068,537
RightHand,(-4.5, 1.2, -1.2),7.071068,537
LeftHand,(-4.4, 1.2, -1.9),7.071068,638
RightHand,(-4.7, 1.2, -1.7),7.071068,638
LeftHand,(-4.5, 1.2, -2.3),7.071068,739
RightHand,(-4.9, 1.2, -2.2),7.071068,739
LeftHand,(-4.3, 1.2, -2.7),7.071068,838
RightHand,(-4.7, 1.2, -2.8),7.071068,838
LeftHand,(-3.9, 1.2, -3.0),7.071068,941
RightHand,(-4.2, 1.2, -3.3),7.071068,941
LeftHand,(-3.5, 1.2, -3.0),7.071068,33
RightHand,(-3.6, 1.2, -3.4),7.071068,33
LeftHand,(-3.0, 1.2, -3.0),7.071068,133
RightHand,(-3.1, 1.2, -3.4),7.071068,133
LeftHand,(-2.5, 1.2, -3.1),7.071068,234
RightHand,(-2.6, 1.2, -3.5),7.071068,234
LeftHand,(-1.5, 1.2, -3.3),7.071068,338
RightHand,(-1.6, 1.2, -3.7),7.071068,338
LeftHand,(-0.8, 1.2, -3.5),7.071068,437
RightHand,(-0.9, 1.2, -3.9),7.071068,437
LeftHand,(-0.3, 1.2, -3.6),7.071068,537
RightHand,(-0.4, 1.2, -3.9),7.071068,537
LeftHand,(0.5, 1.2, -3.5),7.071068,639
RightHand,(0.5, 1.2, -3.9),7.071068,639
LeftHand,(1.5, 1.2, -3.3),7.071068,742
RightHand,(1.6, 1.2, -3.6),7.071068,742
LeftHand,(2.4, 1.2, -3.0),7.071068,837
RightHand,(2.5, 1.2, -3.4),7.071068,837
LeftHand,(3.4, 1.2, -2.7),7.071068,941
RightHand,(3.5, 1.2, -3.0),7.071068,941
LeftHand,(4.3, 1.2, -2.2),7.071068,41
RightHand,(4.4, 1.2, -2.6),7.071068,41
LeftHand,(5.1, 1.2, -1.8),7.071068,137
RightHand,(5.3, 1.2, -2.2),7.071068,137
LeftHand,(6.0, 1.2, -1.3),7.071068,238
RightHand,(6.2, 1.2, -1.7),7.071068,238
LeftHand,(6.7, 1.2, -0.7),7.071068,335
RightHand,(6.9, 1.2, -1.0),7.071068,335
LeftHand,(7.0, 1.2, 0.2),7.071068,439
RightHand,(7.4, 1.2, 0.1),7.071068,439
LeftHand,(7.0, 1.2, 1.2),7.071068,538
RightHand,(7.4, 1.2, 1.1),7.071068,538
LeftHand,(7.0, 1.2, 2.1),7.071068,636
RightHand,(7.4, 1.2, 2.1),7.071068,636
LeftHand,(7.0, 1.2, 3.1),7.071068,734
RightHand,(7.4, 1.2, 3.1),7.071068,734
LeftHand,(7.0, 1.2, 4.1),7.071068,835
RightHand,(7.4, 1.2, 4.1),7.071068,835
LeftHand,(6.4, 1.2, 4.8),7.071068,939
RightHand,(6.7, 1.2, 5.1),7.071068,939
LeftHand,(5.5, 1.2, 5.1),7.071068,36
RightHand,(5.7, 1.2, 5.5),7.071068,36
LeftHand,(4.6, 1.2, 5.3),7.071068,137
RightHand,(4.6, 1.2, 5.7),7.071068,137
LeftHand,(3.7, 1.2, 5.0),7.071068,234
RightHand,(3.6, 1.2, 5.4),7.071068,234
LeftHand,(2.7, 1.2, 4.8),7.071068,336
RightHand,(2.6, 1.2, 5.2),7.071068,336
LeftHand,(1.7, 1.2, 4.6),7.071068,435
RightHand,(1.6, 1.2, 5.0),7.071068,435
LeftHand,(1.2, 1.2, 4.5),7.071068,535
RightHand,(1.1, 1.2, 4.9),7.071068,535
LeftHand,(0.7, 1.2, 4.4),7.071068,640
RightHand,(0.6, 1.2, 4.8),7.071068,640
LeftHand,(0.3, 1.2, 4.2),7.071068,737
RightHand,(0.1, 1.2, 4.6),7.071068,737
LeftHand,(0.0, 1.2, 3.8),7.071068,839
RightHand,(-0.3, 1.2, 4.1),7.071068,839
LeftHand,(-0.2, 1.2, 3.4),7.071068,937
RightHand,(-0.5, 1.2, 3.6),7.071068,937
LeftHand,(-0.4, 1.2, 3.0),7.071068,34
RightHand,(-0.7, 1.2, 3.2),7.071068,34
LeftHand,(-0.7, 1.2, 2.5),7.071068,140
RightHand,(-1.0, 1.2, 2.7),7.071068,140
LeftHand,(-1.1, 1.2, 1.7),7.071068,235
RightHand,(-1.4, 1.2, 1.9),7.071068,235
LeftHand,(-1.4, 1.2, 1.1),7.071068,340
RightHand,(-1.8, 1.2, 1.3),7.071068,340
LeftHand,(-1.7, 1.2, 0.7),7.071068,440
RightHand,(-2.0, 1.2, 0.9),7.071068,440
LeftHand,(-1.9, 1.2, 0.3),7.071068,533
RightHand,(-2.2, 1.2, 0.5),7.071068,533
LeftHand,(-2.3, 1.2, -0.5),7.071068,634
RightHand,(-2.6, 1.2, -0.3),7.071068,634
LeftHand,(-2.8, 1.2, -1.4),7.071068,735
RightHand,(-3.1, 1.2, -1.2),7.071068,735
LeftHand,(-3.2, 1.2, -2.3),7.071068,835
RightHand,(-3.6, 1.2, -2.1),7.071068,835
LeftHand,(-3.5, 1.2, -2.8),7.071068,937
RightHand,(-3.8, 1.2, -2.6),7.071068,937
LeftHand,(-3.4, 1.2, -3.2),7.071068,34
RightHand,(-3.8, 1.2, -3.2),7.071068,34
LeftHand,(-3.2, 1.2, -3.6),7.071068,135
RightHand,(-3.6, 1.2, -3.7),7.071068,135
LeftHand,(-3.1, 1.2, -4.1),7.071068,236
RightHand,(-3.5, 1.2, -4.2),7.071068,236
LeftHand,(-3.0, 1.2, -4.6),7.071068,338
RightHand,(-3.4, 1.2, -4.7),7.071068,338
LeftHand,(-2.9, 1.2, -5.1),7.071068,438
RightHand,(-3.2, 1.2, -5.2),7.071068,438
LeftHand,(-2.5, 1.2, -5.4),7.071068,539
RightHand,(-2.8, 1.2, -5.7),7.071068,539
LeftHand,(-2.1, 1.2, -5.6),7.071068,634
RightHand,(-2.3, 1.2, -5.9),7.071068,634
LeftHand,(-1.6, 1.2, -5.6),7.071068,736
RightHand,(-1.7, 1.2, -6.0),7.071068,736
LeftHand,(-1.2, 1.2, -5.5),7.071068,837
RightHand,(-1.2, 1.2, -5.9),7.071068,837
LeftHand,(-0.7, 1.2, -5.3),7.071068,935
RightHand,(-0.6, 1.2, -5.7),7.071068,935
LeftHand,(-0.2, 1.2, -5.2),7.071068,39
RightHand,(-0.1, 1.2, -5.6),7.071068,39
LeftHand,(0.2, 1.2, -5.1),7.071068,134
RightHand,(0.3, 1.2, -5.5),7.071068,134
LeftHand,(0.7, 1.2, -4.9),7.071068,235
RightHand,(0.8, 1.2, -5.3),7.071068,235
LeftHand,(0.9, 1.2, -4.5),7.071068,335
RightHand,(1.2, 1.2, -4.8),7.071068,335
LeftHand,(1.1, 1.2, -4.0),7.071068,439
RightHand,(1.4, 1.2, -4.2),7.071068,439
LeftHand,(1.1, 1.2, -3.6),7.071068,539
RightHand,(1.5, 1.2, -3.7),7.071068,539
LeftHand,(1.2, 1.2, -3.1),7.071068,635
RightHand,(1.6, 1.2, -3.2),7.071068,635
LeftHand,(1.3, 1.2, -2.6),7.071068,739
RightHand,(1.7, 1.2, -2.7),7.071068,739
LeftHand,(1.4, 1.2, -2.1),7.071068,836
RightHand,(1.8, 1.2, -2.2),7.071068,836
LeftHand,(1.4, 1.2, -1.7),7.071068,937
RightHand,(1.8, 1.2, -1.7),7.071068,937
LeftHand,(1.5, 1.2, -1.2),7.071068,36
RightHand,(1.9, 1.2, -1.2),7.071068,36
LeftHand,(1.5, 1.2, -0.7),7.071068,139
RightHand,(1.9, 1.2, -0.7),7.071068,139
LeftHand,(1.5, 1.2, -0.2),7.071068,235
RightHand,(1.9, 1.2, -0.2),7.071068,235
LeftHand,(1.4, 1.2, 0.3),7.071068,339
RightHand,(1.8, 1.2, 0.4),7.071068,339
LeftHand,(1.3, 1.2, 0.8),7.071068,433
RightHand,(1.7, 1.2, 0.8),7.071068,433
LeftHand,(1.3, 1.2, 1.3),7.071068,534
RightHand,(1.7, 1.2, 1.3),7.071068,534
LeftHand,(1.2, 1.2, 1.8),7.071068,637
RightHand,(1.6, 1.2, 1.8),7.071068,637
LeftHand,(1.1, 1.2, 2.2),7.071068,734
RightHand,(1.5, 1.2, 2.3),7.071068,734
LeftHand,(1.0, 1.2, 2.7),7.071068,836
RightHand,(1.4, 1.2, 2.8),7.071068,836
LeftHand,(0.9, 1.2, 3.2),7.071068,934
RightHand,(1.3, 1.2, 3.3),7.071068,934
LeftHand,(0.8, 1.2, 3.4),7.071068,41
RightHand,(1.2, 1.2, 3.5),7.071068,41
LeftHand,(0.9, 1.2, 3.4),7.071068,134
RightHand,(1.3, 1.2, 3.6),7.071068,134
LeftHand,(1.2, 1.2, 3.6),7.071068,239
RightHand,(1.6, 1.2, 3.8),7.071068,239
LeftHand,(1.2, 1.2, 3.6),7.071068,338
RightHand,(1.6, 1.2, 3.8),7.071068,338
LeftHand,(1.4, 1.2, 3.8),7.071068,437
RightHand,(1.8, 1.2, 3.8),7.071068,437
LeftHand,(1.8, 1.2, 3.8),7.071068,537
RightHand,(2.1, 1.2, 3.5),7.071068,538
LeftHand,(2.0, 1.2, 3.7),7.071068,634
RightHand,(2.2, 1.2, 3.3),7.071068,634
LeftHand,(2.1, 1.2, 3.5),7.071068,740
RightHand,(2.1, 1.2, 3.1),7.071068,740
LeftHand,(2.2, 1.2, 3.3),7.071068,839
RightHand,(2.0, 1.2, 2.9),7.071068,839
LeftHand,(2.1, 1.2, 3.0),7.071068,939
RightHand,(1.8, 1.2, 2.7),7.071068,939
LeftHand,(2.0, 1.2, 2.8),7.071068,39
RightHand,(1.6, 1.2, 2.7),7.071068,39
LeftHand,(2.0, 1.2, 2.8),7.071068,140
RightHand,(1.6, 1.2, 2.7),7.071068,140
LeftHand,(2.0, 1.2, 2.8),7.071068,234
RightHand,(1.6, 1.2, 2.7),7.071068,234
LeftHand,(2.0, 1.2, 2.9),7.071068,334
RightHand,(1.6, 1.2, 2.7),7.071068,334
LeftHand,(2.0, 1.2, 2.9),7.071068,437
RightHand,(1.6, 1.2, 2.7),7.071068,437
LeftHand,(2.0, 1.2, 2.9),7.071068,538
RightHand,(1.7, 1.2, 2.7),7.071068,538
LeftHand,(2.0, 1.2, 2.9),7.071068,637
RightHand,(1.7, 1.2, 2.7),7.071068,637
LeftHand,(2.1, 1.2, 2.6),7.071068,735
RightHand,(1.8, 1.2, 2.5),7.071068,735
LeftHand,(2.3, 1.2, 2.2),7.071068,838
RightHand,(2.0, 1.2, 2.0),7.071068,838
LeftHand,(2.5, 1.2, 1.7),7.071068,936
RightHand,(2.2, 1.2, 1.5),7.071068,936
LeftHand,(2.7, 1.2, 1.3),7.071068,34
RightHand,(2.4, 1.2, 1.1),7.071068,34
LeftHand,(2.9, 1.2, 0.8),7.071068,138
RightHand,(2.6, 1.2, 0.6),7.071068,138
LeftHand,(3.1, 1.2, 0.3),7.071068,236
RightHand,(2.8, 1.2, 0.2),7.071068,236
LeftHand,(3.3, 1.2, -0.1),7.071068,335
RightHand,(3.0, 1.2, -0.3),7.071068,335
LeftHand,(3.5, 1.2, -0.6),7.071068,440
RightHand,(3.2, 1.2, -0.8),7.071068,440
LeftHand,(3.6, 1.2, -0.7),7.071068,534
RightHand,(3.2, 1.2, -0.9),7.071068,534
LeftHand,(3.6, 1.2, -0.7),7.071068,635
RightHand,(3.2, 1.2, -0.9),7.071068,635
LeftHand,(3.6, 1.2, -0.7),7.071068,742
RightHand,(3.3, 1.2, -0.9),7.071068,742
LeftHand,(3.6, 1.2, -0.7),7.071068,840
RightHand,(3.3, 1.2, -0.9),7.071068,840
LeftHand,(3.6, 1.2, -0.7),7.071068,939
RightHand,(3.3, 1.2, -0.9),7.071068,939
LeftHand,(3.6, 1.2, -0.7),7.071068,34
RightHand,(3.3, 1.2, -0.9),7.071068,34
LeftHand,(3.6, 1.2, -0.7),7.071068,138
RightHand,(3.2, 1.2, -0.9),7.071068,138
LeftHand,(3.6, 1.2, -0.7),7.071068,235
RightHand,(3.2, 1.2, -0.9),7.071068,235
LeftHand,(3.6, 1.2, -0.8),7.071068,334
RightHand,(3.2, 1.2, -0.9),7.071068,334
LeftHand,(3.8, 1.2, -1.3),7.071068,440
RightHand,(3.4, 1.2, -1.4),7.071068,440
LeftHand,(3.9, 1.2, -1.7),7.071068,537
RightHand,(3.5, 1.2, -1.9),7.071068,537
LeftHand,(4.1, 1.2, -2.2),7.071068,633
RightHand,(3.7, 1.2, -2.3),7.071068,633
LeftHand,(4.3, 1.2, -2.7),7.071068,739
RightHand,(3.9, 1.2, -2.8),7.071068,739
LeftHand,(4.4, 1.2, -3.1),7.071068,835
RightHand,(4.0, 1.2, -3.3),7.071068,835
LeftHand,(4.4, 1.2, -3.2),7.071068,939
RightHand,(4.0, 1.2, -3.3),7.071068,939
LeftHand,(4.4, 1.2, -3.2),7.071068,41
RightHand,(4.0, 1.2, -3.3),7.071068,41
LeftHand,(4.2, 1.2, -3.3),7.071068,134
RightHand,(3.8, 1.2, -3.2),7.071068,134
LeftHand,(4.0, 1.2, -3.3),7.071068,234
RightHand,(3.7, 1.2, -3.1),7.071068,234
LeftHand,(3.8, 1.2, -3.2),7.071068,334
RightHand,(3.6, 1.2, -2.9),7.071068,334
LeftHand,(3.6, 1.2, -3.1),7.071068,440
RightHand,(3.5, 1.2, -2.7),7.071068,440
LeftHand,(3.6, 1.2, -3.1),7.071068,540
RightHand,(3.5, 1.2, -2.7),7.071068,540
LeftHand,(3.6, 1.2, -3.1),7.071068,639
RightHand,(3.5, 1.2, -2.7),7.071068,639
LeftHand,(3.3, 1.2, -3.1),7.071068,740
RightHand,(3.2, 1.2, -2.8),7.071068,740
LeftHand,(2.8, 1.2, -3.2),7.071068,835
RightHand,(2.7, 1.2, -2.8),7.071068,835
LeftHand,(2.6, 1.2, -3.1),7.071068,939
RightHand,(2.7, 1.2, -2.7),7.071068,939
LeftHand,(2.6, 1.2, -3.0),7.071068,34
RightHand,(2.7, 1.2, -2.6),7.071068,34
LeftHand,(2.6, 1.2, -3.1),7.071068,140
RightHand,(2.7, 1.2, -2.7),7.071068,140
LeftHand,(2.7, 1.2, -3.2),7.071068,235
RightHand,(2.6, 1.2, -2.9),7.071068,235
LeftHand,(2.9, 1.2, -3.4),7.071068,340
RightHand,(2.7, 1.2, -3.1),7.071068,340
LeftHand,(2.7, 1.2, -3.3),7.071068,434
RightHand,(2.6, 1.2, -2.9),7.071068,434
LeftHand,(2.7, 1.2, -3.1),7.071068,534
RightHand,(2.7, 1.2, -2.7),7.071068,534
LeftHand,(2.7, 1.2, -3.1),7.071068,635
RightHand,(2.7, 1.2, -2.7),7.071068,635
LeftHand,(2.7, 1.2, -3.2),7.071068,736
RightHand,(2.7, 1.2, -2.8),7.071068,736
LeftHand,(2.7, 1.2, -3.2),7.071068,834
RightHand,(2.7, 1.2, -2.8),7.071068,834
LeftHand,(2.7, 1.2, -3.2),7.071068,936
RightHand,(2.7, 1.2, -2.8),7.071068,936
LeftHand,(2.7, 1.2, -3.1),7.071068,35
RightHand,(2.7, 1.2, -2.7),7.071068,35
LeftHand,(2.6, 1.2, -3.0),7.071068,135
RightHand,(2.7, 1.2, -2.6),7.071068,135
LeftHand,(2.6, 1.2, -2.9),7.071068,240
RightHand,(2.8, 1.2, -2.5),7.071068,240
LeftHand,(2.7, 1.2, -2.7),7.071068,338
RightHand,(2.9, 1.2, -2.4),7.071068,338
LeftHand,(2.7, 1.2, -2.7),7.071068,437
RightHand,(3.0, 1.2, -2.4),7.071068,437
LeftHand,(2.7, 1.2, -2.6),7.071068,534
RightHand,(3.0, 1.2, -2.4),7.071068,534
LeftHand,(2.7, 1.2, -2.6),7.071068,635
RightHand,(3.0, 1.2, -2.4),7.071068,635
LeftHand,(2.7, 1.2, -2.6),7.071068,737
RightHand,(3.0, 1.2, -2.4),7.071068,737
LeftHand,(2.7, 1.2, -2.6),7.071068,836
RightHand,(3.0, 1.2, -2.4),7.071068,836
